celebrity_name,season,week,twitter_mentions,instagram_engagement,facebook_shares,youtube_views,sentiment_score,google_search_volume
Amber Rose,23,4,1136,12278,457,715855,0.308,39.7
Amber Rose,23,5,1207,23932,535,51737,0.655,25.1
Amber Rose,23,6,1272,24471,545,156934,0.254,29.6
Rick Perry,23,1,756,3304,253,102010,0.078,32.0
Rick Perry,23,2,726,4306,333,474153,0.588,36.8
Rick Perry,23,3,875,1393,378,927488,-0.121,50.5
James Hinchcliffe,23,1,1237,2186058,489,228187,0.213,19.6
James Hinchcliffe,23,2,1405,2552517,534,1077938,0.334,29.6
James Hinchcliffe,23,3,1481,1461456,556,2742335,0.584,39.8
James Hinchcliffe,23,4,1584,1892372,633,1872756,0.659,40.6
James Hinchcliffe,23,5,1798,3453480,667,2132469,0.589,35.9
James Hinchcliffe,23,6,1870,1119366,751,386483,0.514,35.7
James Hinchcliffe,23,7,1955,1503983,783,1042382,0.216,51.3
James Hinchcliffe,23,8,2066,3963617,782,8346412,0.663,41.7
James Hinchcliffe,23,9,2161,1113207,963,328876,0.328,60.0
James Hinchcliffe,23,10,2362,2431763,914,2430735,0.546,42.7
James Hinchcliffe,23,11,2397,1990094,980,473035,0.289,47.0
Babyface,23,1,761,85460,302,88532,-0.002,88.6
Babyface,23,2,897,80972,331,108949,0.308,120.2
Babyface,23,3,933,142166,333,441094,-0.263,112.2
Babyface,23,4,965,134964,398,304715,0.107,97.9
Vanilla Ice,23,1,828,9849,353,503931,0.149,60.3
Vanilla Ice,23,2,919,6227,368,266227,-0.017,76.6
Vanilla Ice,23,3,946,15171,410,161527,0.35,49.0
Vanilla Ice,23,4,1036,21307,428,299813,0.084,73.3
Jana Kramer,23,1,1233,964606,465,262522,0.148,34.3
Jana Kramer,23,2,1288,646100,490,345764,0.006,40.6
Jana Kramer,23,3,1366,490204,538,39305,0.319,29.8
Jana Kramer,23,4,1483,794700,568,434037,0.754,52.6
Jana Kramer,23,5,1576,620988,628,166462,0.303,41.6
Jana Kramer,23,6,1587,417316,689,673434,0.321,66.1
Jana Kramer,23,7,1809,1260139,733,882035,0.366,47.9
Jana Kramer,23,8,1979,1514451,832,460322,0.308,75.1
Jana Kramer,23,9,1993,1303749,774,848503,0.451,49.1
Jana Kramer,23,10,2066,881418,845,557349,0.433,60.6
Jana Kramer,23,11,2274,999077,908,474884,0.729,80.6
Terra Jole,23,1,1101,878664,422,1132053,0.209,48.3
Terra Jole,23,2,1253,603370,453,360672,0.292,47.8
Terra Jole,23,3,1271,2166937,501,955612,0.385,65.9
Terra Jole,23,4,1450,932164,548,1932510,0.178,64.0
Terra Jole,23,5,1523,1486215,604,920167,0.381,92.6
Terra Jole,23,6,1619,986008,642,76591,0.004,98.7
Terra Jole,23,7,1659,1407484,676,126162,0.628,86.1
Terra Jole,23,8,1776,1504948,738,376878,0.195,81.3
Terra Jole,23,9,1886,2003941,781,529406,0.628,90.8
Terra Jole,23,10,2024,1787283,821,1083793,0.722,120.0
Charo,24,1,764,19709,267,45875,0.185,10.8
Charo,24,2,870,33392,304,163524,0.34,9.3
Charo,24,3,892,34166,354,268631,-0.106,15.0
Mr. T,24,1,795,247421,342,444751,-0.112,33.3
Mr. T,24,2,862,327028,346,428665,0.152,40.0
Mr. T,24,3,996,562916,403,1382153,0.417,49.8
Mr. T,24,4,1039,445679,448,443046,0.045,44.7
Heather Morris,24,1,966,61812,363,1357478,-0.073,77.3
Heather Morris,24,2,1027,68947,446,280286,0.221,60.0
Heather Morris,24,3,1107,66232,470,106135,0.229,67.0
Heather Morris,24,4,1194,44017,490,364894,0.395,111.2
Heather Morris,24,5,1277,49385,492,393022,0.415,112.7
Heather Morris,24,6,1263,81359,538,1049916,0.38,132.3
Nancy Kerrigan,24,1,976,219320,412,645474,0.439,7.1
Nancy Kerrigan,24,2,1126,522970,420,4108197,0.249,5.0
Nancy Kerrigan,24,3,1185,668167,451,548382,0.334,6.7
Nancy Kerrigan,24,4,1230,761471,506,115452,0.568,8.7
Nancy Kerrigan,24,5,1361,328382,530,146895,0.591,7.1
Nancy Kerrigan,24,6,1413,584642,562,129021,0.328,10.6
Nancy Kerrigan,24,7,1485,698067,603,2066058,0.688,8.6
Bonner Bolton,24,1,1111,72401,403,951093,0.102,16.3
Bonner Bolton,24,2,1164,70931,458,1022100,0.185,23.1
Bonner Bolton,24,3,1290,168110,488,313254,0.065,22.2
Bonner Bolton,24,4,1315,57778,511,417816,0.469,22.9
Bonner Bolton,24,5,1486,79604,601,232902,0.2,23.8
Bonner Bolton,24,6,1601,78287,696,619923,0.266,21.0
Bonner Bolton,24,7,1730,168112,698,283847,0.413,27.5
Bonner Bolton,24,8,1889,235203,676,695855,0.154,24.0
Simone Biles,24,1,1119,47085,438,490690,0.348,20.7
Simone Biles,24,2,1207,30641,519,75047,0.212,28.7
Simone Biles,24,3,1396,43666,589,813369,0.084,34.4
Simone Biles,24,4,1379,39197,606,1791217,0.625,29.2
Simone Biles,24,5,1571,37468,608,951876,0.556,39.4
Simone Biles,24,6,1656,60646,679,199899,0.823,27.8
Simone Biles,24,7,1790,45936,790,333817,0.637,36.1
Simone Biles,24,8,1899,78934,765,556993,0.651,36.9
Simone Biles,24,9,1945,78624,727,790372,0.418,39.4
David Ross,24,1,1226,42081,495,426286,0.164,24.1
David Ross,24,2,1435,54756,559,41137,0.29,34.5
David Ross,24,3,1510,42216,628,56352,0.383,41.4
David Ross,24,4,1604,34794,659,1283775,0.712,46.2
David Ross,24,5,1717,67923,685,286854,0.279,56.1
David Ross,24,6,1879,73529,755,252454,0.379,48.6
David Ross,24,7,1875,52640,819,1019708,0.299,52.1
David Ross,24,8,2084,74928,882,578814,0.443,64.4
David Ross,24,9,2183,66542,890,223781,0.38,45.3
David Ross,24,10,2285,76716,904,395632,0.907,57.5
Rashad Jennings,24,1,1311,11423,530,216710,0.584,77.8
Rashad Jennings,24,2,1448,12438,613,1905654,0.61,56.0
Rashad Jennings,24,3,1650,16812,611,1115820,0.282,79.1
Rashad Jennings,24,4,1634,21192,614,440823,0.343,100.7
Rashad Jennings,24,5,1795,12663,710,3517479,0.641,68.7
Rashad Jennings,24,6,1908,15397,772,2376236,0.375,79.4
Rashad Jennings,24,7,2055,15654,836,5226646,0.514,125.7
Rashad Jennings,24,8,2222,22421,838,3685324,0.568,106.4
Rashad Jennings,24,9,2304,21114,893,2724983,0.288,90.9
Rashad Jennings,24,10,2322,25376,954,3021681,0.507,154.5
Chris Kattan,24,1,731,14507,272,422602,-0.222,53.7
Chris Kattan,24,2,789,8989,309,843510,0.172,46.7
Erika Jayne,24,1,905,49195,350,489905,-0.077,67.9
Erika Jayne,24,2,927,60565,361,538823,-0.059,72.3
Erika Jayne,24,3,1077,67500,397,1084962,0.235,71.1
Erika Jayne,24,4,1182,56889,430,129293,0.45,100.6
Erika Jayne,24,5,1197,72684,499,1059924,0.611,67.1
Normani,24,1,1186,24967,480,362072,0.181,31.1
Normani,24,2,1311,63167,514,1811850,0.393,24.5
Normani,24,3,1431,80008,555,869798,0.585,36.2
Normani,24,4,1552,35292,648,840393,0.102,32.1
Normani,24,5,1604,44468,620,309334,0.592,33.4
Normani,24,6,1729,35409,671,436873,0.752,29.8
Normani,24,7,1804,92733,737,2076606,0.235,28.7
Normani,24,8,1996,29773,806,148465,0.824,43.4
Normani,24,9,2075,83998,787,248189,0.832,55.3
Normani,24,10,2254,119344,875,732189,0.853,44.5
Nick Viall,24,1,1099,21550,410,226510,0.242,30.3
Nick Viall,24,2,1149,14634,430,178035,0.292,33.0
Nick Viall,24,3,1249,23779,526,567705,0.237,29.2
Nick Viall,24,4,1316,29690,513,397199,-0.0,38.3
Nick Viall,24,5,1462,57019,612,163756,0.552,23.1
Nick Viall,24,6,1516,42394,620,331155,-0.0,36.9
Nick Viall,24,7,1572,39366,672,163048,0.624,42.9
Sasha Pieterse,25,1,817,394343,345,255243,-0.255,14.0
Sasha Pieterse,25,2,870,396168,359,200183,0.449,23.8
Sasha Pieterse,25,3,1014,253606,373,161255,-0.143,22.2
Sasha Pieterse,25,4,1061,262769,444,343574,0.242,18.1
Sasha Pieterse,25,5,1115,243841,463,393807,0.243,32.0
Frankie Muniz,25,1,1201,118598,504,399483,0.509,27.3
Frankie Muniz,25,2,1319,94750,527,59519,-0.055,26.2
Frankie Muniz,25,3,1432,111680,556,2001983,0.506,29.6
Frankie Muniz,25,4,1499,82141,611,295990,0.573,37.9
Frankie Muniz,25,5,1603,106952,706,407290,0.446,32.4
Frankie Muniz,25,6,1717,163599,739,346854,0.179,36.6
Frankie Muniz,25,7,1853,156040,707,443406,0.5,29.5
Frankie Muniz,25,8,1932,141134,786,800527,0.264,50.3
Frankie Muniz,25,9,2099,129131,831,260356,0.706,50.2
Frankie Muniz,25,10,2201,106545,874,2065731,0.711,49.5
Jordan Fisher,25,1,1363,26620,515,649193,0.384,22.4
Jordan Fisher,25,2,1414,33884,541,709209,0.184,22.0
Jordan Fisher,25,3,1599,66489,643,2532520,0.291,24.8
Jordan Fisher,25,4,1696,50143,637,268867,0.271,16.6
Jordan Fisher,25,5,1786,60179,703,1160543,0.57,18.2
Jordan Fisher,25,6,1944,94711,739,624303,0.449,20.7
Jordan Fisher,25,7,2091,65912,818,181791,0.669,24.0
Jordan Fisher,25,8,2099,84418,873,1390569,0.853,38.8
Jordan Fisher,25,9,2292,62201,880,294479,0.688,25.3
Jordan Fisher,25,10,2314,51877,946,3989733,0.468,41.2
Derek Fisher,25,1,741,559138,287,729340,0.302,27.2
Derek Fisher,25,2,855,856518,341,143891,-0.007,29.3
Derek Fisher,25,3,905,675088,342,596284,0.068,32.3
Derek Fisher,25,4,999,1268959,417,401231,0.619,30.2
Nikki Bella,25,1,922,96218,379,749773,0.147,28.1
Nikki Bella,25,2,1029,218081,403,367748,-0.008,22.2
Nikki Bella,25,3,1121,223316,442,1056794,0.264,31.9
Nikki Bella,25,4,1211,311770,494,282705,0.471,24.8
Nikki Bella,25,5,1321,112837,500,652877,0.432,39.3
Nikki Bella,25,6,1362,239203,526,429027,0.285,36.4
Nikki Bella,25,7,1388,347936,596,840830,0.015,46.3
Terrell Owens,25,1,1066,29681,406,382791,-0.006,49.3
Terrell Owens,25,2,1146,80075,435,1183678,0.041,53.8
Terrell Owens,25,3,1206,107957,500,158026,0.319,81.1
Terrell Owens,25,4,1283,80585,536,291361,0.403,63.9
Terrell Owens,25,5,1480,127220,552,863975,0.133,67.8
Terrell Owens,25,6,1469,104818,608,702820,0.621,92.2
Terrell Owens,25,7,1592,96742,626,232471,0.559,93.2
Terrell Owens,25,8,1681,121525,718,627820,0.173,136.6
Victoria Arlen,25,1,1086,342531,478,327765,-0.225,37.3
Victoria Arlen,25,2,1211,423761,488,301028,0.46,48.7
Victoria Arlen,25,3,1270,772996,507,473053,0.855,47.3
Victoria Arlen,25,4,1408,1169013,560,786941,0.637,47.9
Victoria Arlen,25,5,1545,1094004,578,1610541,0.299,69.0
Victoria Arlen,25,6,1616,570869,589,522428,0.436,42.5
Victoria Arlen,25,7,1664,956321,681,1414272,0.582,63.2
Victoria Arlen,25,8,1857,617310,695,100289,0.265,62.6
Victoria Arlen,25,9,1893,695563,742,1598372,0.808,88.2
Barbara Corcoran,25,1,684,230107,262,395726,0.439,46.6
Barbara Corcoran,25,2,671,177771,283,411981,0.514,76.1
Lindsey Stirling,25,1,1262,17101,469,469853,-0.113,62.0
Lindsey Stirling,25,2,1311,15593,536,211499,0.001,110.7
Lindsey Stirling,25,3,1542,8979,575,115626,0.225,104.2
Lindsey Stirling,25,4,1635,15175,664,5598995,0.385,105.9
Lindsey Stirling,25,5,1732,12491,666,557008,0.227,138.2
Lindsey Stirling,25,6,1854,9660,777,654998,0.537,150.8
Lindsey Stirling,25,7,1878,25661,780,379407,0.449,145.1
Lindsey Stirling,25,8,2070,13942,866,135544,0.346,100.6
Lindsey Stirling,25,9,2182,20537,888,634278,0.31,179.1
Lindsey Stirling,25,10,2281,10966,930,424374,0.474,188.4
Debbie Gibson,25,1,684,105378,287,245958,0.209,26.2
Debbie Gibson,25,2,799,167146,321,102636,0.551,17.3
Nick Lachey,25,1,899,121460,338,1596805,-0.143,90.9
Nick Lachey,25,2,957,146825,382,28404,0.087,81.7
Nick Lachey,25,3,1057,93260,420,607738,0.037,82.6
Nick Lachey,25,4,1153,120511,446,419338,-0.022,65.9
Nick Lachey,25,5,1198,157217,489,207385,0.319,76.5
Nick Lachey,25,6,1295,108929,511,363384,0.243,127.5
Drew Scott,25,1,1164,1125486,480,1602326,0.037,47.8
Drew Scott,25,2,1212,1933370,504,157835,0.285,56.9
Drew Scott,25,3,1325,702708,527,95175,0.366,55.1
Drew Scott,25,4,1450,1044659,632,944469,0.845,62.2
Drew Scott,25,5,1546,1967904,603,114969,0.595,73.5
Drew Scott,25,6,1663,1621943,743,227396,0.474,81.8
Drew Scott,25,7,1791,1726876,696,1162702,0.343,100.7
Drew Scott,25,8,1861,841877,734,169526,0.433,78.0
Drew Scott,25,9,2041,1600125,812,1648434,0.342,80.1
Drew Scott,25,10,2133,2394870,878,1539737,0.639,79.1
Vanessa Lachey,25,1,1009,52689,376,201364,0.183,4.6
Vanessa Lachey,25,2,1019,48857,430,307249,0.352,3.7
Vanessa Lachey,25,3,1101,25681,484,372470,0.464,5.2
Vanessa Lachey,25,4,1291,69340,547,257552,0.599,7.0
Vanessa Lachey,25,5,1323,79866,519,1293917,0.125,7.7
Vanessa Lachey,25,6,1459,73875,531,68404,0.602,5.5
Vanessa Lachey,25,7,1526,64298,636,1299356,0.209,8.6
Jamie Anderson,26,1,831,74440,335,399635,0.311,44.1
Johnny Damon,26,1,871,120346,348,1951901,0.088,1.4
Kareem Abdul-Jabbar,26,1,905,31405,426,1416512,-0.158,47.3
Kareem Abdul-Jabbar,26,2,1021,17409,420,97994,0.162,67.9
Arike Ogunbowale,26,1,983,76950,391,1405994,-0.121,25.4
Arike Ogunbowale,26,2,1072,206001,464,299207,0.355,36.1
Jennie Finch Daigle,26,1,1036,15946,415,136872,0.098,41.8
Jennie Finch Daigle,26,2,1120,17289,446,490021,0.33,44.8
Jennie Finch Daigle,26,3,1271,7886,506,80220,0.342,41.6
Chris Mazdzer,26,1,1137,104534,459,264362,-0.01,26.9
Chris Mazdzer,26,2,1228,98467,484,240757,0.469,31.3
Chris Mazdzer,26,3,1344,188985,542,276856,0.552,23.2
Mirai Nagasu,26,1,1127,2245,474,386716,0.469,62.9
Mirai Nagasu,26,2,1253,4520,475,192912,0.485,71.6
Mirai Nagasu,26,3,1381,7066,558,733732,0.433,65.8
Tonya Harding,26,1,1218,26079,433,298095,0.584,46.3
Tonya Harding,26,2,1331,14105,534,483450,0.673,47.1
Tonya Harding,26,3,1395,34111,524,134578,0.562,64.4
Tonya Harding,26,4,1527,28194,629,503159,0.975,66.0
Josh Norman,26,1,1279,110056,512,208226,0.195,14.9
Josh Norman,26,2,1410,71121,518,349508,0.625,11.6
Josh Norman,26,3,1523,146539,554,154450,0.296,14.1
Josh Norman,26,4,1584,99377,662,166203,0.662,13.5
Adam Rippon,26,1,1294,108033,552,1371423,0.635,53.4
Adam Rippon,26,2,1387,53403,570,957537,0.69,47.7
Adam Rippon,26,3,1615,65889,652,2334488,0.941,43.3
Adam Rippon,26,4,1708,184193,678,239704,0.732,48.3
Juan Pablo Di Pace,27,1,1098,16048,438,322448,0.067,34.5
Juan Pablo Di Pace,27,2,1238,22430,473,568566,0.349,32.3
Juan Pablo Di Pace,27,3,1333,15853,521,1537143,0.139,46.2
Juan Pablo Di Pace,27,4,1282,13539,543,461735,0.809,47.9
Juan Pablo Di Pace,27,5,1579,41158,599,427450,0.579,50.8
Juan Pablo Di Pace,27,6,1620,49141,641,317059,0.412,33.4
Juan Pablo Di Pace,27,7,1742,51482,696,42597,0.149,46.5
Juan Pablo Di Pace,27,8,1804,42453,719,334155,0.731,35.9
Evanna Lynch,27,1,1205,21371,470,2505129,-0.061,26.8
Evanna Lynch,27,2,1239,56571,528,71646,0.366,27.6
Evanna Lynch,27,3,1452,48315,591,45106,0.621,37.6
Evanna Lynch,27,4,1553,41674,604,335876,0.146,49.1
Evanna Lynch,27,5,1612,38358,683,301002,0.239,55.2
Evanna Lynch,27,6,1768,38415,675,561208,0.848,48.9
Evanna Lynch,27,7,1849,39830,732,864447,0.371,58.4
Evanna Lynch,27,8,1919,29460,780,264017,0.586,60.2
Evanna Lynch,27,9,2157,95622,805,228480,0.893,43.6
Nancy McKeon,27,1,798,38716,305,129465,0.128,61.7
Nancy McKeon,27,2,831,32738,363,650289,0.282,38.6
Nancy McKeon,27,3,942,65381,357,199492,0.357,54.5
John Schneider,27,1,967,26461,374,87939,0.374,20.4
John Schneider,27,2,1042,12858,428,10029090,0.198,27.5
John Schneider,27,3,1106,34641,417,506337,0.381,32.8
John Schneider,27,4,1173,33272,469,599836,0.12,29.5
John Schneider,27,5,1250,31004,513,183030,0.571,26.5
John Schneider,27,6,1357,40515,515,2649202,0.07,29.2
John Schneider,27,7,1489,43551,536,797630,0.761,24.7
Milo Manheim,27,1,1238,64367,524,1693055,-0.286,25.2
Milo Manheim,27,2,1442,63226,521,325688,0.37,34.8
Milo Manheim,27,3,1504,49073,597,840424,0.636,25.8
Milo Manheim,27,4,1643,80834,652,1275415,0.809,25.3
Milo Manheim,27,5,1720,63093,675,702578,0.473,31.9
Milo Manheim,27,6,1844,37090,777,388906,0.428,35.5
Milo Manheim,27,7,2007,110720,746,636095,0.866,34.4
Milo Manheim,27,8,2088,62963,869,695602,0.5,45.4
Milo Manheim,27,9,2174,72069,828,557297,0.445,44.4
Danelle Umstead,27,1,692,1850,291,45235,0.097,5.0
Danelle Umstead,27,2,783,3204,309,403525,0.278,6.3
Mary Lou Retton,27,1,901,18124,350,84194,0.263,22.6
Mary Lou Retton,27,2,943,34482,385,633562,0.422,33.7
Mary Lou Retton,27,3,1032,21589,454,166795,0.64,37.7
Mary Lou Retton,27,4,1112,36632,435,366077,0.463,40.3
Mary Lou Retton,27,5,1231,49017,473,167063,0.606,28.9
Mary Lou Retton,27,6,1321,51123,537,641389,0.332,40.8
DeMarcus Ware,27,1,1014,28935,377,97245,-0.035,25.3
DeMarcus Ware,27,2,1071,38332,435,377545,0.027,29.5
DeMarcus Ware,27,3,1171,83442,474,253226,0.317,24.9
DeMarcus Ware,27,4,1247,88393,534,379150,0.104,32.9
DeMarcus Ware,27,5,1314,66390,532,295425,0.324,32.8
DeMarcus Ware,27,6,1427,92920,579,303513,0.444,30.2
DeMarcus Ware,27,7,1538,66969,590,281636,0.038,36.5
Nikki Glaser,27,1,671,3945,250,283586,0.273,93.2
Bobby Bones,27,1,1265,8001,520,362923,0.325,37.4
Bobby Bones,27,2,1465,2583,599,325452,0.04,67.4
Bobby Bones,27,3,1563,5875,637,442376,0.441,52.1
Bobby Bones,27,4,1659,6458,661,1138019,-0.106,75.8
Bobby Bones,27,5,1789,3396,664,139065,0.189,62.6
Bobby Bones,27,6,1939,7908,761,728729,0.165,90.5
Bobby Bones,27,7,2019,10844,791,6100262,0.463,86.5
Bobby Bones,27,8,2190,7607,840,477701,0.432,65.1
Bobby Bones,27,9,2244,6914,915,191214,0.383,72.6
Tinashe,27,1,794,113379,331,1068227,0.113,68.7
Tinashe,27,2,885,142131,348,149588,0.391,61.7
Tinashe,27,3,944,90493,407,416899,0.213,94.9
Tinashe,27,4,1062,141317,377,574193,0.112,75.1
Alexis Ren,27,1,1193,12691,477,529314,0.485,56.0
Alexis Ren,27,2,1322,8125,505,3271692,0.216,55.6
Alexis Ren,27,3,1377,7893,559,65590,0.326,43.7
Alexis Ren,27,4,1506,11426,576,1300574,0.549,62.4
Alexis Ren,27,5,1594,11172,591,1583575,0.83,52.4
Alexis Ren,27,6,1722,22335,703,345199,0.627,81.5
Alexis Ren,27,7,1725,23120,729,351927,0.479,89.7
Alexis Ren,27,8,1853,27866,732,2496440,0.456,105.1
Alexis Ren,27,9,1974,19813,779,196402,0.567,107.8
Joe Amabile,27,1,984,164933,390,1596171,-0.18,62.3
Joe Amabile,27,2,1166,337945,449,71586,-0.018,66.1
Joe Amabile,27,3,1218,165435,515,1132431,-0.112,64.9
Joe Amabile,27,4,1336,282075,493,34472,-0.249,75.8
Joe Amabile,27,5,1374,202753,581,563616,0.088,58.1
Joe Amabile,27,6,1530,357556,636,72633,0.179,61.7
Joe Amabile,27,7,1665,253709,653,591117,0.028,71.3
Joe Amabile,27,8,1685,341223,711,947843,0.037,97.2
Kate Flannery,28,1,982,12287,378,197752,-0.103,6.6
Kate Flannery,28,2,1142,10050,436,583342,0.27,4.6
Kate Flannery,28,3,1123,8189,458,1938819,0.364,5.9
Kate Flannery,28,4,1242,14966,485,231431,-0.206,5.5
Kate Flannery,28,5,1312,14744,498,565858,0.68,6.5
Kate Flannery,28,6,1405,11025,603,1091806,0.716,6.4
Kate Flannery,28,7,1512,14917,615,455173,-0.229,7.9
Kate Flannery,28,8,1625,15713,665,1458180,0.811,6.2
James Van Der Beek,28,1,1090,41203,459,188919,0.409,52.9
James Van Der Beek,28,2,1174,119965,477,29870,0.125,51.2
James Van Der Beek,28,3,1275,136973,527,4982102,0.427,82.4
James Van Der Beek,28,4,1459,80962,537,414741,0.367,64.4
James Van Der Beek,28,5,1574,138800,609,193275,0.355,90.1
James Van Der Beek,28,6,1597,182339,629,298813,0.39,117.8
James Van Der Beek,28,7,1675,178291,691,720293,0.564,80.1
James Van Der Beek,28,8,1818,130031,735,1008981,0.388,87.8
James Van Der Beek,28,9,2009,130766,776,309532,0.441,113.6
James Van Der Beek,28,10,2057,124462,763,560649,0.538,128.6
Kel Mitchell,28,1,1256,140730,468,217701,-0.187,58.2
Kel Mitchell,28,2,1356,62327,569,1345510,0.531,41.6
Kel Mitchell,28,3,1443,177030,637,303336,0.176,62.1
Kel Mitchell,28,4,1641,127438,604,1627518,0.194,77.8
Kel Mitchell,28,5,1793,139101,688,1039922,0.54,56.7
Kel Mitchell,28,6,1879,62412,681,1537778,0.374,88.9
Kel Mitchell,28,7,1911,178125,819,1125092,0.544,78.4
Kel Mitchell,28,8,2070,71751,869,2077207,0.45,85.2
Kel Mitchell,28,9,2218,125266,829,2025023,0.291,110.4
Kel Mitchell,28,10,2373,268240,891,716331,0.235,92.6
Kel Mitchell,28,11,2499,291750,962,1648679,0.687,77.6
Ray Lewis,28,1,777,96753,314,260284,-0.112,76.3
Ray Lewis,28,2,790,175176,340,479916,-0.095,60.3
Lamar Odom,28,1,817,9742,341,384869,-0.357,9.6
Lamar Odom,28,2,914,6084,361,468004,-0.099,11.8
Lamar Odom,28,3,930,11105,411,772179,0.118,10.1
Lamar Odom,28,4,1019,10367,398,571885,0.064,9.2
Sailor Brinkley-Cook,28,1,889,40784,351,273600,0.565,35.7
Sailor Brinkley-Cook,28,2,1051,59943,377,58074,0.224,55.3
Sailor Brinkley-Cook,28,3,1055,84945,409,475272,0.584,39.2
Sailor Brinkley-Cook,28,4,1158,34786,416,73301,0.255,45.4
Sailor Brinkley-Cook,28,5,1216,26043,475,221102,-0.017,69.4
Sailor Brinkley-Cook,28,6,1292,67110,510,233538,0.562,66.8
Sean Spicer,28,1,1038,12460,462,744204,-0.24,24.8
Sean Spicer,28,2,1135,10162,454,578896,0.284,29.2
Sean Spicer,28,3,1223,11687,510,309870,0.296,37.5
Sean Spicer,28,4,1307,9677,535,933268,-0.2,28.9
Sean Spicer,28,5,1439,14864,561,1348079,0.131,41.2
Sean Spicer,28,6,1502,7257,598,136225,0.48,39.3
Sean Spicer,28,7,1695,7572,652,368905,0.415,36.1
Sean Spicer,28,8,1722,17152,649,214618,0.29,35.5
Sean Spicer,28,9,1831,7301,728,448659,-0.178,32.3
Mary Wilson,28,1,738,173413,282,114275,0.073,0.3
Mary Wilson,28,2,786,161172,281,96689,0.195,0.3
Lauren Alaina,28,1,1212,174439,420,1323771,0.278,61.6
Lauren Alaina,28,2,1220,183780,524,309911,0.272,53.3
Lauren Alaina,28,3,1363,135190,557,1483733,0.078,84.7
Lauren Alaina,28,4,1450,213135,594,830670,0.54,62.3
Lauren Alaina,28,5,1585,150279,606,2824578,0.551,95.5
Lauren Alaina,28,6,1698,102816,651,169321,0.589,101.6
Lauren Alaina,28,7,1789,187585,757,403715,0.5,75.7
Lauren Alaina,28,8,1816,170505,733,365053,0.224,103.3
Lauren Alaina,28,9,1973,176708,789,796902,0.664,124.0
Lauren Alaina,28,10,2107,245084,799,1347509,0.59,97.2
Lauren Alaina,28,11,2173,244849,844,403337,0.384,141.6
Ally Brooke,28,1,1252,694516,423,1108441,0.22,27.6
Ally Brooke,28,2,1317,421424,510,229523,0.338,20.0
Ally Brooke,28,3,1443,345241,537,820173,0.719,22.5
Ally Brooke,28,4,1508,820944,631,174184,0.398,27.8
Ally Brooke,28,5,1630,1334164,695,1857337,0.34,26.0
Ally Brooke,28,6,1771,1109151,720,522864,0.455,41.4
Ally Brooke,28,7,1770,518181,780,900948,0.656,25.6
Ally Brooke,28,8,2034,899581,778,436591,0.715,28.7
Ally Brooke,28,9,2148,1660001,819,843628,0.625,44.4
Ally Brooke,28,10,2152,1151753,889,3253245,0.407,53.9
Ally Brooke,28,11,2254,1111815,945,2163470,0.663,32.5
Karamo Brown,28,1,925,209303,373,151899,-0.118,32.3
Karamo Brown,28,2,1000,451473,418,1293028,0.055,34.2
Karamo Brown,28,3,1115,410595,404,123292,-0.436,28.1
Karamo Brown,28,4,1186,425596,479,1315581,-0.075,31.9
Karamo Brown,28,5,1299,737864,506,136119,0.376,31.9
Karamo Brown,28,6,1373,533264,551,305269,0.528,36.8
Karamo Brown,28,7,1365,815122,546,739275,0.45,44.8
Hannah Brown,28,1,1271,3530,515,212237,0.188,91.4
Hannah Brown,28,2,1408,4858,580,1633732,0.507,119.3
Hannah Brown,28,3,1635,6401,664,364125,0.476,99.2
Hannah Brown,28,4,1660,3272,670,1042455,0.391,148.0
Hannah Brown,28,5,1838,7225,701,724266,0.493,159.5
Hannah Brown,28,6,1916,5871,730,4204874,-0.084,166.6
Hannah Brown,28,7,2103,6738,763,105662,0.721,193.4
Hannah Brown,28,8,2166,9701,829,201164,0.852,148.7
Hannah Brown,28,9,2320,6084,915,174889,0.468,227.8
Hannah Brown,28,10,2438,10593,940,407093,0.503,225.4
Hannah Brown,28,11,2429,5295,1061,605458,0.68,188.3
Anne Heche,29,1,716,75957,259,179748,-0.091,72.8
Anne Heche,29,2,713,94368,288,482675,0.159,54.0
Anne Heche,29,3,787,39783,328,402271,0.198,68.9
Anne Heche,29,4,841,58286,336,181456,0.228,64.2
Jesse Metcalfe,29,1,701,250836,281,185569,-0.095,50.9
Jesse Metcalfe,29,2,732,106051,340,279641,0.099,43.0
Jesse Metcalfe,29,3,837,251841,343,385676,-0.038,60.1
Jesse Metcalfe,29,4,893,137335,326,627507,0.206,41.2
Jesse Metcalfe,29,5,1002,307519,391,832765,0.21,44.2
Chrishell Stause,29,1,940,15132,387,888047,0.128,39.7
Chrishell Stause,29,2,1058,5526,416,582463,0.112,48.9
Chrishell Stause,29,3,1156,16691,464,102255,0.499,49.3
Chrishell Stause,29,4,1189,17773,466,387602,-0.093,53.8
Chrishell Stause,29,5,1209,19536,559,646192,0.02,34.8
Chrishell Stause,29,6,1358,14904,520,538696,0.501,58.5
Chrishell Stause,29,7,1427,10437,580,2891390,0.513,62.6
Chrishell Stause,29,8,1487,18877,622,616529,0.831,73.5
Skai Jackson,29,1,1111,51640,445,232795,0.222,54.1
Skai Jackson,29,2,1138,107584,472,445242,0.43,59.9
Skai Jackson,29,3,1363,101279,528,281866,-0.184,94.8
Skai Jackson,29,4,1379,37563,609,1033640,0.482,84.6
Skai Jackson,29,5,1507,95111,642,1110324,-0.011,64.4
