season,week,celebrity_name,judge_total,judge_share,fan_vote_share,judge_rank,fan_rank,rank_rule_rank,percent_rule_rank,combined_rank_sum,combined_score,eliminated_this_week,final_placement,regime
5,2,Jane Seymour,21.0,0.08823529411764706,0.0958014585548084,5,4,4,5,9,0.18403675267245545,False,6,percent
5,2,Sabrina Bryan,26.0,0.1092436974789916,0.1083368851145433,2,1,1,2,3,0.2175805825935349,False,7,percent
5,2,Jennie Garth,21.0,0.08823529411764706,0.0875029468193333,5,7,6,6,12,0.17573824093698037,False,4,percent
5,2,Floyd Mayweather Jr. ,21.0,0.08823529411764706,0.079203867727425,5,10,8,8,15,0.16743916184507207,False,9,percent
5,2,Albert Reed,21.0,0.08823529411764706,0.0679306098463948,5,11,9,10,16,0.15616590396404187,True,11,percent
5,2,Helio Castroneves,27.0,0.1134453781512605,0.1069711826852563,1,2,1,1,3,0.22041656083651678,False,1,percent
5,2,Mel B,23.0,0.09663865546218488,0.0986026075958839,4,3,3,3,7,0.19524126305806877,False,2,percent
5,2,Wayne Newton,15.0,0.06302521008403361,0.0931406938800082,11,5,9,11,16,0.1561659039640418,False,10,percent
5,2,Marie Osmond,24.0,0.10084033613445378,0.0917046703918026,3,6,4,4,9,0.1925450065262564,False,3,percent
5,2,Mark Cuban,18.0,0.07563025210084033,0.0833022362118082,10,9,11,9,19,0.15893248831264853,False,8,percent
5,3,Cameron Mathison,23.0,0.09623430962343096,0.0946647566999452,7,7,7,7,14,0.19089906632337617,False,5,percent
5,3,Jane Seymour,27.0,0.11297071129707113,0.1061804635599834,1,4,3,3,5,0.21915117485705454,False,6,percent
5,3,Sabrina Bryan,27.0,0.11297071129707113,0.1151465577063553,1,1,1,1,2,0.22811726900342644,False,7,percent
5,3,Jennie Garth,26.0,0.1087866108786611,0.0988493993759476,4,6,6,6,10,0.2076360102546087,False,4,percent
5,3,Floyd Mayweather Jr. ,21.0,0.08786610878661087,0.0859348256397576,8,10,8,8,18,0.17380093442636846,False,9,percent
5,3,Helio Castroneves,24.0,0.100418410041841,0.1099850002758976,6,2,4,5,8,0.2104034103177386,False,1,percent
5,3,Mel B,27.0,0.11297071129707113,0.1081841341164744,1,3,2,2,4,0.22115484541354552,False,2,percent
5,3,Wayne Newton,18.0,0.07531380753138076,0.0917239883436544,10,8,8,10,18,0.16703779587503514,True,10,percent
5,3,Marie Osmond,26.0,0.1087866108786611,0.1018550355580155,4,5,5,4,9,0.2106416464366766,False,3,percent
5,3,Mark Cuban,20.0,0.08368200836820083,0.0874758387239686,9,9,8,9,18,0.1711578470921694,False,8,percent
5,4,Cameron Mathison,27.0,0.11538461538461539,0.1079446003446598,2,7,5,6,9,0.2233292157292752,False,5,percent
5,4,Jane Seymour,26.0,0.1111111111111111,0.1149725532471303,5,4,5,5,9,0.2260836643582414,False,6,percent
5,4,Sabrina Bryan,30.0,0.1282051282051282,0.1272516416542043,1,1,1,1,2,0.2554567698593325,False,7,percent
5,4,Jennie Garth,27.0,0.11538461538461539,0.1110161162055127,2,6,3,4,8,0.22640073159012808,False,4,percent
5,4,Floyd Mayweather Jr. ,23.0,0.09829059829059829,0.093555534259043,8,9,8,9,17,0.19184613254964128,True,9,percent
5,4,Helio Castroneves,27.0,0.11538461538461539,0.1191895592798849,2,2,2,2,4,0.23457417466450028,False,1,percent
5,4,Mel B,26.0,0.1111111111111111,0.1164432246960935,5,3,3,3,8,0.2275543358072046,False,2,percent
5,4,Marie Osmond,26.0,0.1111111111111111,0.111797731780924,5,5,7,7,10,0.2229088428920351,False,3,percent
5,4,Mark Cuban,22.0,0.09401709401709402,0.0978290385325473,9,8,8,8,17,0.19184613254964133,False,8,percent
5,5,Cameron Mathison,26.0,0.1306532663316583,0.1229430933390555,3,6,4,4,9,0.2535963596707138,False,5,percent
5,5,Jane Seymour,26.0,0.1306532663316583,0.1281109722753318,3,3,3,3,6,0.2587642386069901,False,6,percent
5,5,Sabrina Bryan,28.0,0.1407035175879397,0.1404893556767902,2,1,1,1,3,0.28119287326472986,False,7,percent
5,5,Jennie Garth,25.0,0.12562814070351758,0.1235273595537891,5,5,5,5,10,0.24915550025730668,False,4,percent
5,5,Helio Castroneves,23.0,0.11557788944723618,0.1261846053341256,6,4,5,6,10,0.24176249478136178,False,1,percent
5,5,Mel B,29.0,0.1457286432160804,0.1342140698393711,1,2,1,2,3,0.2799427130554515,False,2,percent
5,5,Marie Osmond,21.0,0.10552763819095477,0.1174015872374873,7,7,7,7,14,0.22292922542844207,False,3,percent
5,5,Mark Cuban,21.0,0.10552763819095477,0.1071289567440493,7,8,8,8,15,0.21265659493500408,True,8,percent
5,6,Cameron Mathison,25.0,0.1388888888888889,0.1380941939170389,4,6,5,4,10,0.27698308280592776,False,5,percent
5,6,Jane Seymour,22.0,0.12222222222222222,0.1466846132811592,7,2,4,7,9,0.2689068355033814,False,6,percent
5,6,Sabrina Bryan,25.0,0.1388888888888889,0.1300179466144926,4,7,6,6,11,0.26890683550338146,True,7,percent
5,6,Jennie Garth,27.0,0.15,0.1422330591553828,3,4,3,3,7,0.2922330591553828,False,4,percent
5,6,Helio Castroneves,28.0,0.15555555555555556,0.1460706991993197,2,3,2,2,5,0.30162625475487526,False,1,percent
5,6,Mel B,30.0,0.16666666666666666,0.1557704301070027,1,1,1,1,2,0.3224370967736694,False,2,percent
5,6,Marie Osmond,23.0,0.12777777777777777,0.1411290577256038,6,5,6,5,11,0.26890683550338157,False,3,percent
5,7,Cameron Mathison,25.5,0.16346153846153846,0.16146683930192,5,6,6,6,11,0.32492837776345845,False,5,percent
5,7,Jane Seymour,25.0,0.16025641025641027,0.1646719675070482,6,4,5,5,10,0.3249283777634585,True,6,percent
5,7,Jennie Garth,26.5,0.16987179487179488,0.1656135508814345,2,3,2,2,5,0.3354853457532294,False,4,percent
5,7,Helio Castroneves,26.0,0.16666666666666666,0.1674848905481326,3,2,2,3,5,0.3341515572147993,False,1,percent
5,7,Mel B,27.0,0.17307692307692307,0.1770613471377748,1,1,1,1,2,0.3501382702146979,False,2,percent
5,7,Marie Osmond,26.0,0.16666666666666666,0.1637014046236899,3,5,4,4,8,0.33036807129035656,False,3,percent
5,8,Cameron Mathison,25.5,0.19391634980988592,0.1893260256032256,3,5,3,4,8,0.3832423754131115,True,5,percent
5,8,Jennie Garth,25.0,0.19011406844106463,0.195548119025655,4,4,3,3,8,0.38566218746671965,False,4,percent
5,8,Helio Castroneves,28.5,0.21673003802281368,0.2059091359940195,1,2,1,2,3,0.42263917401683315,False,1,percent
5,8,Mel B,28.0,0.21292775665399238,0.2122861310362317,2,1,1,1,3,0.42521388769022406,False,2,percent
5,8,Marie Osmond,24.5,0.18631178707224336,0.1969305883408681,5,3,3,5,8,0.38324237541311146,False,3,percent
5,9,Jennie Garth,29.0,0.24786324786324787,0.2383026696084455,3,4,3,4,7,0.48616591747169335,True,4,percent
5,9,Helio Castroneves,30.0,0.2564102564102564,0.2548017300828946,1,2,2,2,3,0.511211986493151,False,1,percent
5,9,Mel B,30.0,0.2564102564102564,0.2600459221532057,1,1,1,1,2,0.516456178563462,False,2,percent
5,9,Marie Osmond,28.0,0.23931623931623933,0.2468496781554541,4,3,3,3,7,0.48616591747169347,False,3,percent
5,10,Helio Castroneves,27.999900000000004,0.35294095402801606,0.3406592144386032,2,2,2,2,4,0.6936001684666193,False,1,percent
5,10,Mel B,28.333199999999998,0.35714222688890257,0.3466495564106438,1,1,1,1,2,0.7037917832995464,False,2,percent
5,10,Marie Osmond,23.0,0.2899168190830813,0.312691229150753,3,3,3,3,6,0.6026080482338343,False,3,percent
6,1,Cristian de la Fuente,21.0,0.08641975308641975,0.0864197530864197,6,6,6,6,12,0.17283950617283944,False,3,percent
6,1,Steve Guttenberg,18.0,0.07407407407407407,0.074074074074074,8,8,8,8,16,0.14814814814814808,False,10,percent
6,1,Priscilla Presley,24.0,0.09876543209876543,0.0987654320987654,2,2,2,2,4,0.19753086419753083,False,8,percent
6,1,Marlee Matlin,22.0,0.09053497942386832,0.0905349794238683,4,4,4,4,8,0.18106995884773663,False,7,percent
6,1,Shannon Elizabeth,21.0,0.08641975308641975,0.0864197530864197,6,6,6,6,12,0.17283950617283944,False,6,percent
6,1,Marissa Jaret Winokur,18.0,0.07407407407407407,0.074074074074074,8,8,8,8,16,0.14814814814814808,False,4,percent
6,1,Jason Taylor,22.0,0.09053497942386832,0.0905349794238683,4,4,4,4,8,0.18106995884773663,False,2,percent
6,1,Kristi Yamaguchi,27.0,0.1111111111111111,0.1111111111111111,1,1,1,1,2,0.2222222222222222,False,1,percent
6,1,Monica Seles,15.0,0.06172839506172839,0.0617283950617283,11,11,11,11,22,0.1234567901234567,False,11,percent
6,1,Penn Jillette,16.0,0.06584362139917696,0.0658436213991769,10,10,10,10,20,0.13168724279835387,False,12,percent
6,1,Adam Carolla,15.0,0.06172839506172839,0.0617283950617283,11,11,11,11,22,0.1234567901234567,False,9,percent
6,1,Mario,24.0,0.09876543209876543,0.0987654320987654,2,2,2,2,4,0.19753086419753083,False,5,percent
6,2,Cristian de la Fuente,20.0,0.07782101167315175,0.0818328604459403,8,7,7,7,15,0.15965387211909204,False,3,percent
6,2,Steve Guttenberg,16.0,0.0622568093385214,0.080221247324626,11,8,9,9,19,0.1424780566631474,False,10,percent
6,2,Priscilla Presley,21.0,0.08171206225680934,0.091770579623254,6,5,6,6,11,0.17348264188006335,False,8,percent
6,2,Marlee Matlin,24.0,0.0933852140077821,0.092144412857527,4,4,4,4,8,0.1855296268653091,False,7,percent
6,2,Shannon Elizabeth,24.0,0.0933852140077821,0.0887156963792972,4,6,5,5,10,0.18210091038707932,False,6,percent
6,2,Marissa Jaret Winokur,21.0,0.08171206225680934,0.0731445597800735,6,9,7,8,15,0.15485662203688283,False,4,percent
6,2,Jason Taylor,27.0,0.10505836575875487,0.0973065381403611,1,3,2,3,4,0.20236490389911596,False,2,percent
6,2,Kristi Yamaguchi,27.0,0.10505836575875487,0.1089414073173919,1,1,1,1,2,0.21399977307614676,False,1,percent
6,2,Monica Seles,15.0,0.058365758754863814,0.0640778157670824,12,11,12,11,23,0.12244357452194621,True,11,percent
6,2,Penn Jillette,17.0,0.06614785992217899,0.0562957133776075,10,12,11,12,22,0.12244357329978649,True,12,percent
6,2,Adam Carolla,19.0,0.07392996108949416,0.0642519207791833,9,10,9,10,19,0.13818188186867747,False,9,percent
6,2,Mario,26.0,0.10116731517509728,0.1012972482076554,3,2,3,2,5,0.20246456338275268,False,5,percent
6,3,Cristian de la Fuente,25.0,0.10964912280701754,0.0985707437962131,3,7,6,4,10,0.20821986660323064,False,3,percent
6,3,Steve Guttenberg,21.0,0.09210526315789473,0.0817797861245281,6,9,8,8,15,0.17388504928242282,True,10,percent
6,3,Priscilla Presley,26.0,0.11403508771929824,0.1075648021168004,2,2,2,2,4,0.22159988983609863,False,8,percent
6,3,Marlee Matlin,21.0,0.09210526315789473,0.1005384384275313,6,6,7,7,12,0.19264370158542604,False,7,percent
6,3,Shannon Elizabeth,24.0,0.10526315789473684,0.1023252707501106,4,5,3,5,9,0.20758842864484744,False,6,percent
6,3,Marissa Jaret Winokur,19.0,0.08333333333333333,0.0905517159490895,10,8,10,8,18,0.17388504928242282,False,4,percent
6,3,Jason Taylor,23.0,0.10087719298245613,0.1073741847674093,5,4,3,3,9,0.20825137774986544,False,2,percent
6,3,Kristi Yamaguchi,27.0,0.11842105263157894,0.12204074054448,1,1,1,1,2,0.24046179317605892,False,1,percent
6,3,Adam Carolla,21.0,0.09210526315789473,0.0817797861245281,6,9,8,8,15,0.17388504928242282,False,9,percent
6,3,Mario,21.0,0.09210526315789473,0.1074745313993093,6,3,3,6,9,0.19957979455720404,False,5,percent
6,4,Cristian de la Fuente,26.0,0.11555555555555555,0.1100845698120318,4,6,5,4,10,0.22564012536758735,False,3,percent
6,4,Priscilla Presley,22.0,0.09777777777777778,0.1106908624383153,8,5,7,7,13,0.20846864021609307,False,8,percent
6,4,Marlee Matlin,24.0,0.10666666666666667,0.1085499586071093,5,7,6,6,12,0.21521662527377597,False,7,percent
6,4,Shannon Elizabeth,28.0,0.12444444444444444,0.1157745075708436,3,3,3,3,6,0.24021895201528803,False,6,percent
6,4,Marissa Jaret Winokur,24.0,0.10666666666666667,0.1012978640837716,5,8,7,8,13,0.20796453075043828,False,4,percent
6,4,Jason Taylor,29.0,0.1288888888888889,0.1209224824896734,1,2,2,2,3,0.2498113713785623,False,2,percent
6,4,Kristi Yamaguchi,29.0,0.1288888888888889,0.1315712233074733,1,1,1,1,2,0.2604601121963622,False,1,percent
6,4,Adam Carolla,19.0,0.08444444444444445,0.0875224085959579,9,9,9,9,18,0.17196685304040235,True,9,percent
6,4,Mario,24.0,0.10666666666666667,0.1135861230948235,5,4,4,5,9,0.22025278976149015,False,5,percent
6,5,Cristian de la Fuente,23.0,0.11734693877551021,0.119546181177066,5,5,5,6,10,0.23689311995257623,False,3,percent
6,5,Priscilla Presley,21.0,0.10714285714285714,0.1165813223471023,8,7,8,8,15,0.22372417948995943,True,8,percent
6,5,Marlee Matlin,22.0,0.11224489795918367,0.1167233606598675,7,6,7,7,13,0.22896825861905118,False,7,percent
6,5,Shannon Elizabeth,23.0,0.11734693877551021,0.1237036773778825,5,4,4,4,9,0.2410506161533927,False,6,percent
6,5,Marissa Jaret Winokur,24.0,0.12244897959183673,0.114826569313226,4,8,6,5,12,0.23727554890506275,False,4,percent
6,5,Jason Taylor,27.0,0.1377551020408163,0.1342677335182097,2,2,2,2,4,0.272022835559026,False,2,percent
6,5,Kristi Yamaguchi,29.0,0.14795918367346939,0.1454459928068017,1,1,1,1,2,0.2934051764802711,False,1,percent
6,5,Mario,27.0,0.1377551020408163,0.128905162799844,2,3,3,3,5,0.2666602648406603,False,5,percent
6,6,Cristian de la Fuente,27.0,0.15,0.1402143512583187,3,4,3,3,7,0.2902143512583187,False,3,percent
6,6,Marlee Matlin,21.0,0.11666666666666667,0.1269715476313937,7,7,7,7,14,0.24363821429806037,True,7,percent
6,6,Shannon Elizabeth,24.0,0.13333333333333333,0.1377990820679165,5,5,5,6,10,0.2711324154012498,False,6,percent
6,6,Marissa Jaret Winokur,26.0,0.14444444444444443,0.1347998720876346,4,6,5,4,10,0.27924431653207904,False,4,percent
6,6,Jason Taylor,24.0,0.13333333333333333,0.1457668909339773,5,3,4,5,8,0.2791002242673106,False,2,percent
6,6,Kristi Yamaguchi,30.0,0.16666666666666666,0.1653182524793145,1,1,1,1,2,0.33198491914598116,False,1,percent
6,6,Mario,28.0,0.15555555555555556,0.1491300035414445,2,2,2,2,4,0.30468555909700007,False,5,percent
6,7,Cristian de la Fuente,23.0,0.1488673139158576,0.1665600790855578,6,4,5,6,10,0.3154273930014154,False,3,percent
6,7,Shannon Elizabeth,25.5,0.1650485436893204,0.1503788493120951,4,6,5,5,10,0.31542739300141553,True,6,percent
6,7,Marissa Jaret Winokur,26.0,0.16828478964401294,0.1590327401637789,3,5,4,4,8,0.32731752980779183,False,4,percent
6,7,Jason Taylor,27.5,0.1779935275080906,0.1706346905936244,1,2,1,2,3,0.348628218101715,False,2,percent
6,7,Kristi Yamaguchi,27.0,0.17475728155339806,0.1844901415030843,2,1,1,1,3,0.3592474230564824,False,1,percent
6,7,Mario,25.5,0.1650485436893204,0.1689034993418592,4,3,3,3,7,0.3339520430311796,False,5,percent
6,8,Cristian de la Fuente,28.5,0.21348314606741572,0.2018545274484864,1,2,1,2,3,0.4153376735159021,False,3,percent
6,8,Marissa Jaret Winokur,25.0,0.18726591760299627,0.1985726602702175,5,4,5,4,9,0.38583857787321374,False,4,percent
6,8,Jason Taylor,26.0,0.1947565543071161,0.1988088399845585,4,3,3,3,7,0.3935653942916746,False,2,percent
6,8,Kristi Yamaguchi,27.5,0.20599250936329588,0.2134272670826998,2,1,1,1,3,0.4194197764459957,False,1,percent
6,8,Mario,26.5,0.19850187265917604,0.1873367052140377,3,5,4,4,8,0.38583857787321374,True,5,percent
6,9,Cristian de la Fuente,28.0,0.2545454545454545,0.250439432328206,2,2,2,2,4,0.5049848868736605,False,3,percent
6,9,Marissa Jaret Winokur,26.0,0.23636363636363636,0.2416865532608899,4,4,4,4,8,0.4780501896245263,True,4,percent
6,9,Jason Taylor,27.5,0.25,0.2464257573504805,3,3,3,3,6,0.4964257573504805,False,2,percent
6,9,Kristi Yamaguchi,28.5,0.2590909090909091,0.2614482570604235,1,1,1,1,2,0.5205391661513326,False,1,percent
6,10,Cristian de la Fuente,26.0,0.3076923076923077,0.3227364102952158,3,3,3,3,6,0.6304287179875235,False,3,percent
6,10,Jason Taylor,28.5,0.33727810650887574,0.3290697452251405,2,2,2,2,4,0.6663478517340162,False,2,percent
6,10,Kristi Yamaguchi,30.0,0.35502958579881655,0.3481938444796437,1,1,1,1,2,0.7032234302784602,False,1,percent
7,1,Ted McGinley,18.5,0.07341269841269842,0.0634887257811886,8,12,10,11,20,0.136901424193887,True,12,percent
7,1,Cloris Leachman,16.0,0.06349206349206349,0.0734093607018235,12,10,11,12,22,0.13690142419388698,False,7,percent
7,1,Susan Lucci,18.5,0.07341269841269842,0.0734170210212817,8,8,8,8,16,0.1468297194339801,False,6,percent
7,1,Cody Linley,20.5,0.08134920634920635,0.0813498158529101,6,6,6,6,12,0.16269902220211646,False,4,percent
7,1,Misty May-Treanor,21.0,0.08333333333333333,0.0833342785847203,5,5,5,5,10,0.16666761191805363,False,10,percent
7,1,Maurice Greene,19.5,0.07738095238095238,0.0773808362827025,7,7,7,7,14,0.15476178866365486,False,5,percent
7,1,Warren Sapp,21.5,0.08531746031746032,0.0853184823601886,3,3,3,3,6,0.17063594267764892,False,2,percent
7,1,Jeffrey Ross,12.0,0.047619047619047616,0.0476109888032036,13,13,13,13,26,0.09523003642225122,True,13,percent
7,1,Toni Braxton,22.5,0.08928571428571429,0.089286889912596,2,2,2,2,4,0.17857260419831028,False,8,percent
7,1,Lance Bass,21.5,0.08531746031746032,0.0853184823601002,3,4,4,4,7,0.17063594267756052,False,3,percent
7,1,Kim Kardashian,18.5,0.07341269841269842,0.0734118897677226,8,9,9,9,17,0.14682458818042102,False,11,percent
7,1,Rocco DiSpirito,17.5,0.06944444444444445,0.0694495235524896,11,11,11,10,22,0.13889396799693404,False,9,percent
7,1,Brooke Burke,24.5,0.09722222222222222,0.0972237050190722,1,1,1,1,2,0.19444592724129442,False,1,percent
7,2,Cloris Leachman,15.0,0.06787330316742081,0.0827246171851473,11,9,9,10,20,0.1505979203525681,False,7,percent
7,2,Susan Lucci,21.0,0.09502262443438914,0.0867363046160723,4,7,6,7,11,0.18175892905046143,False,6,percent
7,2,Cody Linley,21.0,0.09502262443438914,0.092685803224506,4,6,5,5,10,0.18770842765889512,False,4,percent
7,2,Misty May-Treanor,21.0,0.09502262443438914,0.0941741258828283,4,4,4,4,8,0.18919675031721744,False,10,percent
7,2,Maurice Greene,19.0,0.08597285067873303,0.0866924458809495,8,8,8,8,16,0.17266529655968255,False,5,percent
7,2,Warren Sapp,24.0,0.1085972850678733,0.1001871250543006,1,3,2,2,4,0.2087844101221739,False,2,percent
7,2,Toni Braxton,23.0,0.10407239819004525,0.1016551006006346,3,2,3,3,5,0.20572749879067986,False,8,percent
7,2,Lance Bass,20.0,0.09049773755656108,0.0941539640829232,7,5,7,6,12,0.1846517016394843,False,3,percent
7,2,Kim Kardashian,17.0,0.07692307692307693,0.0736748434294912,9,11,9,9,20,0.15059792035256814,True,11,percent
7,2,Rocco DiSpirito,16.0,0.07239819004524888,0.0781997303073192,10,10,9,11,20,0.15059792035256808,False,9,percent
7,2,Brooke Burke,24.0,0.1085972850678733,0.1091159397358274,1,1,1,1,2,0.2177132248037007,False,1,percent
7,3,Cloris Leachman,16.0,0.08040201005025126,0.0930743904790489,9,9,9,9,18,0.17347640052930016,False,7,percent
7,3,Susan Lucci,21.0,0.10552763819095477,0.1046635095805262,6,7,7,7,13,0.21019114777148096,False,6,percent
7,3,Cody Linley,21.0,0.10552763819095477,0.1094298708053119,6,6,6,6,12,0.21495750899626667,False,4,percent
7,3,Maurice Greene,24.0,0.12060301507537688,0.1096534983704622,3,5,4,3,8,0.23025651344583908,False,5,percent
7,3,Warren Sapp,25.0,0.12562814070351758,0.1221396219494247,2,2,2,2,4,0.24776776265294226,False,2,percent
7,3,Toni Braxton,22.0,0.11055276381909548,0.118290545293369,4,3,3,4,7,0.22884330911246448,False,8,percent
7,3,Lance Bass,22.0,0.11055276381909548,0.1122811101126074,4,4,4,5,8,0.2228338739317029,False,3,percent
7,3,Rocco DiSpirito,20.0,0.10050251256281408,0.0961495053891604,8,8,8,8,16,0.19665201795197446,False,9,percent
7,3,Brooke Burke,28.0,0.1407035175879397,0.1343179480200889,1,1,1,1,2,0.2750214656080286,False,1,percent
7,4,Cloris Leachman,22.0,0.10837438423645321,0.098180188000467,5,8,7,7,13,0.2065545722369202,False,7,percent
7,4,Susan Lucci,24.0,0.11822660098522167,0.1091819372591271,3,6,4,3,9,0.22740853824434876,False,6,percent
7,4,Cody Linley,23.0,0.11330049261083744,0.1107207618068196,4,5,4,5,9,0.22402125441765702,False,4,percent
7,4,Maurice Greene,20.0,0.09852216748768473,0.1059402881748464,8,7,8,8,15,0.20446245566253113,False,5,percent
7,4,Warren Sapp,22.0,0.10837438423645321,0.1175496587403707,5,3,3,4,8,0.2259240429768239,False,2,percent
7,4,Toni Braxton,22.0,0.10837438423645321,0.1149839379373609,5,4,4,6,9,0.22335832217381413,False,8,percent
7,4,Lance Bass,26.0,0.12807881773399016,0.1175508828374385,1,2,2,2,3,0.24562970057142866,False,3,percent
7,4,Rocco DiSpirito,18.0,0.08866995073891626,0.0936521281945154,9,9,9,9,18,0.18232207893343166,True,9,percent
7,4,Brooke Burke,26.0,0.12807881773399016,0.1322402170490541,1,1,1,1,2,0.26031903478304425,False,1,percent
7,5,Cloris Leachman,21.0,0.1076923076923077,0.1177130157843863,7,7,8,7,14,0.225405323476694,False,7,percent
7,5,Susan Lucci,22.0,0.11282051282051282,0.1179082306198932,5,6,5,5,11,0.230728743440406,False,6,percent
7,5,Cody Linley,28.0,0.14358974358974358,0.1293086207596052,2,2,2,2,4,0.2728983643493488,False,4,percent
7,5,Maurice Greene,27.0,0.13846153846153847,0.1240832161384405,3,4,3,3,7,0.26254475459997895,False,5,percent
7,5,Warren Sapp,25.0,0.1282051282051282,0.129202778006232,4,3,3,4,7,0.2574079062113602,False,2,percent
7,5,Toni Braxton,22.0,0.11282051282051282,0.1125848106561812,5,8,7,7,13,0.225405323476694,True,8,percent
7,5,Lance Bass,21.0,0.1076923076923077,0.1223543701088697,7,5,6,6,12,0.23004667780117738,False,3,percent
7,5,Brooke Burke,29.0,0.14871794871794872,0.1468449579263916,1,1,1,1,2,0.2955629066443403,False,1,percent
7,6,Cloris Leachman,15.0,0.09375,0.1196843035314369,7,7,7,7,14,0.2134343035314369,True,7,percent
7,6,Susan Lucci,23.0,0.14375,0.1364956640436363,4,6,5,5,10,0.28024566404363627,False,6,percent
7,6,Cody Linley,23.0,0.14375,0.1450576063676012,4,4,4,4,8,0.28880760636760117,False,4,percent
